UNIX time;Local time;spectralChannel1;spectralChannel2;spectralChannel3;spectralChannel4;spectralChannel5;spectralChannel6;spectralChannel7;spectralChannel8;spectralChannel9;spectralChannel10;spectralChannel11;spectralChannel12;spectralChannel13
1752921205;2025-07-19T13:33:25.000;37.006345651362444;72.23600746268656;143.9687197861571;141.41652376706222;200.29278494248868;286.8508075092742;78.1797641040216;263.5112940275651;237.9057073544433;267.78963434022256;160.61133200795229;352.4682124158564;427.5707077051926
1752921206;2025-07-19T13:33:26.000;36.918626353116835;72.11940298507463;143.81789228231816;141.2305370738734;200.0448140218095;286.5092179712969;78.02458433991758;263.2301397396631;237.60597548518896;267.47217806041334;160.39642147117297;352.2854151084518;427.0921220686767
1752921207;2025-07-19T13:33:27.000;36.918626353116835;72.11940298507463;143.81789228231816;141.2305370738734;200.0448140218095;286.5092179712969;78.02458433991758;263.2301397396631;237.60597548518896;267.47217806041334;160.39642147117297;352.2854151084518;427.0921220686767
1752921208;2025-07-19T13:33:28.000;36.860768943635684;72.03171641791045;143.60615367115966;141.0127237807806;199.67136384006375;286.01272154981825;77.86940457581356;262.8084083078101;237.2775153217569;267.05806041335455;160.18151093439363;351.769109947644;426.4932265494137
1752921209;2025-07-19T13:33:29.000;36.744120940649495;71.857276119403;143.30353182050843;140.6705878318129;199.2351740277847;285.48544235020796;77.5898820520108;262.31695061255743;236.76902451481104;266.19930047694754;159.71739562624253;351.46477187733734;425.52543969849245
1752921210;2025-07-19T13:33:30.000;36.744120940649495;71.857276119403;143.30353182050843;140.6705878318129;199.2351740277847;285.48544235020796;77.5898820520108;262.31695061255743;236.76902451481104;266.19930047694754;159.71739562624253;351.46477187733734;425.52543969849245
1752921211;2025-07-19T13:33:31.000;36.30645763344531;71.33208955223881;142.60933856566;139.6451745661568;197.64776178857738;284.02673586390375;76.56330822793805;260.91117917304746;234.70346016343206;262.9250238473768;157.85979125248508;349.8545998504114;422.08776172529315
1752921212;2025-07-19T13:33:32.000;35.810936916759985;70.3992537313433;140.91736336233862;137.81116674669045;195.00273863466614;280.2404541537078;75.50689214153759;257.2201856814701;231.20243871297242;259.1725278219396;155.57350894632205;345.1757666417352;416.495121440536
1752921213;2025-07-19T13:33:33.000;35.810936916759985;70.3992537313433;140.91736336233862;137.81116674669045;195.00273863466614;280.2404541537078;75.50689214153759;257.2201856814701;231.20243871297242;259.1725278219396;155.57350894632205;345.1757666417352;416.495121440536
1752921214;2025-07-19T13:33:34.000;35.46099290780142;69.61287313432835;139.31530455553658;136.25763083887784;192.76203754419163;276.6100723198561;74.63649282364645;253.70575708269524;228.09020684371808;255.96133545310016;153.5021371769384;340.13133881824984;411.3439122696817
1752921215;2025-07-19T13:33:35.000;35.3732736095558;69.34981343283583;138.5302280611955;135.66684957816037;191.92152566847582;274.62408663394166;74.35697029984368;251.7028139356815;226.80317926455567;254.78511923688396;152.53732604373758;336.51525804038897;409.03944723618093
1752921216;2025-07-19T13:33:36.000;35.3732736095558;69.34981343283583;138.5302280611955;135.66684957816037;191.92152566847582;274.62408663394166;74.35697029984368;251.7028139356815;226.80317926455567;254.78511923688396;152.53732604373758;336.51525804038897;409.03944723618093
1752921217;2025-07-19T13:33:37.000;35.51885031728256;69.4375;138.40937268952968;135.82200425269224;192.07787681123338;274.127590212463;74.66732982805172;251.24621937212865;226.89319458631257;255.80260731319555;152.96600397614316;334.8448017950636;409.3163368927973
1752921218;2025-07-19T13:33:38.000;35.956513624486746;70.13712686567163;139.37621566285617;137.22038548597297;194.1004829955684;276.23770000374714;75.72474065652978;253.28402565084227;229.6166368743616;259.3638155802862;154.93106361829027;337.06267763649964;413.52718278894474
1752921219;2025-07-19T13:33:39.000;35.956513624486746;70.13712686567163;139.37621566285617;137.22038548597297;194.1004829955684;276.23770000374714;75.72474065652978;253.28402565084227;229.6166368743616;259.3638155802862;154.93106361829027;337.06267763649964;413.52718278894474
1752921220;2025-07-19T13:33:40.000;36.18980963045912;70.74906716417911;140.79554114769948;138.37012140750394;195.71876711646667;279.4341439652265;76.15944294443655;256.3418596860643;231.62187180796732;261.2400635930048;156.32455268389663;341.01226626776366;417.14001779731996
1752921221;2025-07-19T13:33:41.000;36.014371033967905;70.74906716417911;141.18904623784337;138.37012140750394;195.56341184086043;280.1481058193128;75.53772914594288;257.0796085375191;231.5912282941777;259.7769157392687;156.03876739562625;343.5344801795064;416.90028266331655
1752921222;2025-07-19T13:33:42.000;36.014371033967905;70.74906716417911;141.18904623784337;138.37012140750394;195.56341184086043;280.1481058193128;75.53772914594288;257.0796085375191;231.5912282941777;259.7769157392687;156.03876739562625;343.5344801795064;416.90028266331655
1752921223;2025-07-19T13:33:43.000;12.568122433743934;66.17257462686567;138.95273844053915;129.66853007750873;183.14594433102624;274.7174279611796;27.728435412817962;251.8782542113323;218.69413942798775;112.6227027027027;64.9441351888668;339.15901271503367;323.4425041876047
1752921224;2025-07-19T13:33:44.000;12.568122433743934;66.17257462686567;138.95273844053915;129.66853007750873;183.14594433102624;274.7174279611796;27.728435412817962;251.8782542113323;218.69413942798775;112.6227027027027;64.9441351888668;339.15901271503367;323.4425041876047
1752921225;2025-07-19T13:33:45.000;0.02892870474057484;0.028917910447761194;4.955070238298356;0.09249605597091708;0.15535527560623413;11.605107355641323;0.06167400881057269;11.631915199081163;0.26908835546476;0.317456279809221;0.21376739562624256;19.142183994016456;6.633851549413735
1752921226;2025-07-19T13:33:46.000;0;0.028917910447761194;0.0899163965193653;0.09249605597091708;0.1244833939152517;0.21647243976467942;0.06167400881057269;0.24516653905053598;0.23940245148110317;0.2543720190779014;0.1783300198807157;0.5464472700074795;0.38658396147403684
1752921227;2025-07-19T13:33:47.000;0;0.028917910447761194;0.0899163965193653;0.09249605597091708;0.1244833939152517;0.21647243976467942;0.06167400881057269;0.24516653905053598;0.23940245148110317;0.2543720190779014;0.1783300198807157;0.5464472700074795;0.38658396147403684
1752921228;2025-07-19T13:33:48.000;0;0.028917910447761194;0.0899163965193653;0.09249605597091708;0.1244833939152517;0.21647243976467942;0.06167400881057269;0.21030340735068911;0.20875893769152196;0.2543720190779014;0.1783300198807157;0.5163051608077787;0.3591603852596315
1752921229;2025-07-19T13:33:49.000;0;0.028917910447761194;0.05994426434624353;0.09249605597091708;0.1244833939152517;0.18568966163300482;0.030837004405286344;0.17544027565084228;0.20875893769152196;0.22181240063593005;0.14289264413518887;0.45504861630516086;0.33085217755443885
1752921230;2025-07-19T13:33:50.000;0;0.028917910447761194;0.05994426434624353;0.09249605597091708;0.1244833939152517;0.18568966163300482;0.030837004405286344;0.17544027565084228;0.20875893769152196;0.22181240063593005;0.14289264413518887;0.45504861630516086;0.33085217755443885
1752921231;2025-07-19T13:33:51.000;13.793393057110864;0.028917910447761194;0.05994426434624353;0.061664037313944715;0.09261564507294727;0.18568966163300482;26.701861588745203;0.17544027565084228;0.17907303370786518;95.26232114467409;57.40626242544732;0.42490650710545996;50.91231155778895
1752921232;2025-07-19T13:33:52.000;26.94568868980963;51.59701492537313;101.82016720696127;98.37005281569381;136.5264153761888;190.68540862592275;51.72658803467387;171.5738418836141;152.52904749744638;169.76076311605723;101.23886679920477;223.11772625280477;283.0351915829146
1752921233;2025-07-19T13:33:53.000;26.94568868980963;51.59701492537313;101.82016720696127;98.37005281569381;136.5264153761888;190.68540862592275;51.72658803467387;171.5738418836141;152.52904749744638;169.76076311605723;101.23886679920477;223.11772625280477;283.0351915829146
1752921234;2025-07-19T13:33:54.000;27.00354609929078;52.122201492537314;103.1196041631121;99.45812469991083;138.1765672459294;193.04376662794618;52.00611055847662;173.40134475497703;154.41458120531155;170.396693163752;100.88220675944333;220.1103216155572;284.89645623953095
1752921235;2025-07-19T13:33:55.000;27.207913400522582;52.06343283582089;102.84792128760735;99.39546608134988;138.26918289100232;192.85708397347022;52.78300412107432;173.29563074272588;154.7430413687436;173.76763116057234;102.5969184890656;218.37763649962602;286.32513609715244
1752921236;2025-07-19T13:33:56.000;27.207913400522582;52.06343283582089;102.84792128760735;99.39546608134988;138.26918289100232;192.85708397347022;52.78300412107432;173.29563074272588;154.7430413687436;173.76763116057234;102.5969184890656;218.37763649962602;286.32513609715244
1752921237;2025-07-19T13:33:57.000;28.60768943635685;54.30783582089553;105.74845020758687;104.21321764181357;145.48921973808692;199.83980964514558;56.668466676140405;180.0781967840735;164.6188712972421;188.45710651828298;110.52688866799204;226.94674644727002;302.50593069514235
1752921238;2025-07-19T13:33:58.000;31.08622620380739;58.76865671641791;113.60404936586475;113.59908086974416;159.40048797490417;217.58856372016336;63.103453176069344;196.98344180704441;182.9925306435138;212.590906200318;124.03081510934393;248.15512341062077;333.6431899078727
1752921239;2025-07-19T13:33:59.000;31.08622620380739;58.76865671641791;113.60404936586475;113.59908086974416;159.40048797490417;217.58856372016336;63.103453176069344;196.98344180704441;182.9925306435138;212.590906200318;124.03081510934393;248.15512341062077;333.6431899078727
1752921240;2025-07-19T13:34:00.000;33.76913027248973;64.51119402985076;125.1452539384633;125.56588243363743;177.10800179256086;243.56227751339605;70.03581071479324;221.75988227411946;206.6340015321757;238.37812400635931;139.14085487077534;281.00224382946897;372.57670644891124
1752921241;2025-07-19T13:34:01.000;35.78107502799553;68.8544776119403;135.08536654723312;134.4852870567254;190.1787581536623;265.9046164799341;75.00952110274265;243.2333221669219;224.08069458631257;256.0885214626391;150.39393638170975;312.08556469708304;402.52502093802343
1752921242;2025-07-19T13:34:02.000;35.78107502799553;68.8544776119403;135.08536654723312;134.4852870567254;190.1787581536623;265.9046164799341;75.00952110274265;243.2333221669219;224.08069458631257;256.0885214626391;150.39393638170975;312.08556469708304;402.52502093802343
1752921243;2025-07-19T13:34:03.000;36.830907054871226;71.53638059701493;141.46072911334812;139.80032924068868;197.8967285764079;280.4579195863154;77.46553929231206;257.2910365620214;234.5243871297242;264.83281399046103;156.57375745526838;334.1456993268512;420.13449539363484
1752921244;2025-07-19T13:34:04.000;37.0642030608436;72.20708955223881;143.60615367115966;141.16787845531246;199.85759099736097;285.5470079064713;77.9937473355123;262.2112366003063;237.0974846782431;266.7080445151034;158.68170974155072;344.4154076290202;425.4520152847571
1752921245;2025-07-19T13:34:05.000;37.0642030608436;72.20708955223881;143.60615367115966;141.16787845531246;199.85759099736097;285.5470079064713;77.9937473355123;262.2112366003063;237.0974846782431;266.7080445151034;158.68170974155072;344.4154076290202;425.4520152847571
1752921246;2025-07-19T13:34:06.000;37.12299365434863;72.26492537313433;143.9687197861571;141.35386514850126;200.10655778519146;286.32253531682096;78.05542134432287;263.0198363323124;237.4269024514811;267.0265182829889;159.46819085487078;348.2444278234854;426.5206501256281
1752921247;2025-07-19T13:34:07.000;37.12299365434863;72.26492537313433;143.9687197861571;141.35386514850126;200.10655778519146;286.32253531682096;78.05542134432287;263.0198363323124;237.4269024514811;267.0265182829889;159.46819085487078;348.2444278234854;426.5206501256281
1752921248;2025-07-19T13:34:08.000;37.0642030608436;72.32369402985076;143.9687197861571;141.44735578571917;200.2310411791067;286.4158766440589;78.08725309080575;263.12442572741196;237.54660367722167;267.05806041335455;159.6465208747515;349.79431563201194;426.7966551507538
